i;nbseat;nb_added;execution_time
0;19;-9;7.931
1;15;-13;8.292
2;15;-13;8.346
3;12;-16;8.281
4;15;-13;8.371
5;22;-6;8.413
6;17;-11;8.305
7;15;-13;8.424
8;14;-14;8.323
9;17;-11;8.428
